epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.3791666626930237,0.0010000000474974513,1.9911415576934814,0.6370370388031006,1.216697335243225
1,0.5976851582527161,0.0010000000474974513,1.2861980199813843,0.7185184955596924,0.9206787347793579
2,0.6861110925674438,0.0010000000474974513,1.0059707164764404,0.770370364189148,0.7395012378692627
